Propriétaire du contact,Commercial,Représentant légale,Nom commercial,Numéro de téléphone,Adresse e-mail,ADRESSE,SECTEUR,METIER/Description,SIRET,IDCC,Note à moi même,Conclusion
lebon.commercial@disciplina.re,Emile ,SOCIETE FRANCAISE DU RADIOTELEPHONE,02 62 46 71 57,www.sfr.re,9 lotissement Satec,97440 Saint André,Location de logements,39355100000000,,,,
lebon.commercial@disciplina.re,Emile ,Chahe Daoudou Jean-Eric,02 62 94 17 77,,36 rue Victor Mac Auliffe,97400 Saint Denis ,Autres activités de télécommunication,53752000000000,,,,
lebon.commercial@disciplina.re,Emile ,KAUDEER Zamila,02 62 94 11 11,,50 rue Pasteur ,97400 Saint Denis ,Restauration de type rapide,82759800000000,NON pas du tout ,,,
lebon.commercial@disciplina.re,Emile ,KAUDEER Zamila,02 62 18 28 52,,Ste Clotilde 135 rue Gabriel Macé,97490 Saint Denis,Restauration de type rapide,84318100000000,ne prend pas  ,,,
lebon.commercial@disciplina.re,Emile ,MARTIN Sebastien,06 92 06 86 06,,12 rue Martin Hoareau ,97420 Le Port ,Restauration traditionnelle,82003200000000,équipe complète,,,
lebon.commercial@disciplina.re,Emile , Lebon Mathieu,02 62 52 78 98,capvitalsante974@gmail.com,Centre Commercial Grand Est 4 avenue Mahatma Gandhi,97441 Sainte Suzanne ,Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé,79352700000000,,,,
lebon.commercial@disciplina.re,Emile ,"Issop-Mamode Houssen , Mall Salima",02 62 90 12 54,,51 rue Michel Ange ,97438 Sainte Marie,"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé. ",84229300000000,ne prend que pour stage vacances ,,,
lebon.commercial@disciplina.re,Emile ,Drotkowski Frederic,02 62 73 11 17,,45 impasse Lefaguyes ,97440 Saint André  ,Projection de films cinématographiques,43274200000000,déjà au complet,,,
lebon.commercial@disciplina.re,Emile ,SCHULER Sandra,02 62 93 90 06,,36 rue Pierre Aubert Ste Clotilde,97490 Saint Denis ,Activités des centres de culture physique,81232100000000,équipe au complet ,,,
lebon.commercial@disciplina.re,Emile ,Cheze Franck,692609320,,"920 CHEMIN VALENTIN, ",97440 SAINT-ANDRE,Commerce de voitures et de véhicules automobiles légers,84859800000000,ne répond pas même en essayant plusieurs fois au milieu de la journée ,,,
lebon.commercial@disciplina.re,EMILE,ROBERT JEAN,0262 58 32 45,,"920 CHEMIN VALENTIN, ",97440 SAINT-ANDRE,Commerce de voitures et de véhicules automobiles légers,41049700000000,,,,
lebon.commercial@disciplina.re,EMILE,Cheung Ah Seung Jean,0262 29 62 62,d.bassonville@cheug-ah-seung.com,5 BOULEVARD LANCASTEL,97400,Conseil pour les affaires et autres conseils de gestion,38925900000000,"Mail responsable, prise de contact fais 26/08/25",,,
lebon.commercial@disciplina.re,EMILE,Sautron David,06 92 84 46 23,accueil@tekaimmo.fr,8 BOULEVARD LANCASTEL,97400,Location de terrains et d'autres biens immobiliers,53198600000000,NON pas pour le moment mais prise de contact effectué le 26/08/25,,,
lebon.commercial@disciplina.re,EMILE,Locate Riaz,0262 92 37 60,,"IMMEUBLE EUROPA N°54-64, 54 BOULEVARD LANCASTEL",97400,Administration d'entreprises,40822500000000,NON attribué,,,
lebon.commercial@disciplina.re,EMILE,Omarjee Fayzal,0262 21 33 32,reunion@happyloc.re,262213332,97490,location véhicule,81908400000000,NON mais prise de contact envoyé  26/08/25,,,
lebon.commercial@disciplina.re,EMILE,Filleul Dominique,0262 98 99 16,administratif@groupsterna.com,143 rue louis lagourde,97438,Location de logements,49219400000000,Recherche vendeur pâtisserie AB et retour conv envoyé  26/08/25,,,
lebon.commercial@disciplina.re,EMILE,JYCO,0262 29 49 06,,"13 AU 15, 13 BOULEVARD DE LA PROVIDENCE",97400,Conseil en systèmes et logiciels informatiques,38433200000000,répond pas ,,,
lebon.commercial@disciplina.re,EMILE,"
Omarjee Nassima ",0262 21 94 17,,"LA BRETAGNE, 41 CHEMIN DE LA GROTTE",97400,Transport sanitaire par ambulance/ VSL ,45022600000000,NON pas du tout ,,,
lebon.commercial@disciplina.re,EMILE,ASSOCIATION SPORTIVE,0262 97 50 97,,123 BOULEVARD NOTRE DAME DE LA TRINITE,97400,Activités des sièges sociaux,49770300000000,,,,
lebon.commercial@disciplina.re,EMILE,Glacier,0692 69 28 15,,"60 RESIDENCE ALOES, BOULEVARD DE SAINT FRANCOIS",97400,Activité des économistes de la construction,53118200000000,ne répond pas ,,,
lebon.commercial@disciplina.re,EMILE,"CODEBAM SA , CODEBAM",0692 76 76 16,,"ETAGE 0, 36 CHEMIN FINETTE",97490,Nettoyage courant des bâtiments,80085300000000,NON société trop petite ,,,
lebon.commercial@disciplina.re,EMILE,TENG-CHUEN-YU Nathalie ,0262 30 38 26,,8 BOULEVARD DE SAINT FRANCOIS,97400,Contrôle technique automobile,40847400000000,NON du tout ,,,
lebon.commercial@disciplina.re,EMILE,Mamodaly Jivan,0692 30 22 02,,"APPT 5 - IMM. LE FLORE, 17 BOULEVARD DE SAINT FRANCOIS",97400,Travaux d'installation électrique dans tous locaux,91053000000000,Numéro non attribué ,,,
lebon.commercial@disciplina.re,EMILE,Mamodaly Jivan,0262 21 22 41,jpravaux@archi974.re,26 BOULEVARD DE SAINT FRANCOIS,97400,Activités d'architecture,42809100000000,Non mais prise de contact envoyé  26/08/25,,,
lebon.commercial@disciplina.re,EMILE,Tachoires Vincent,0262 19 49 07,,26 BOULEVARD DE SAINT FRANCOIS,97400,"Ingénierie, études techniques",80945500000000,"Travail seul souvent sur le terrain, non intérésser ",,,
lebon.commercial@disciplina.re,EMILE,Gangnant Olivier,262931415,europcar-reunion@europcar-reunion.com,28 BOULEVARD DE SAINT FRANCOIS,97400,Restauration traditionnelle,79049700000000,Ne prend pas ,,,
lebon.commercial@disciplina.re,EMILE,BALTYDE Marie-Josee,0262 29 42 47,,"LOCAL N 1, 23 RUE FELIX GUYON",97400,Conseil en systèmes et logiciels informatiques,48878600000000,rpd pas ,,,
lebon.commercial@disciplina.re,EMILE,Issa Imraan,0262 30 64 98,,53 BOULEVARD DE SAINT FRANCOIS,97400,Ambulances,79816600000000,non très petite entreprise ne prend pas ,,,
lebon.commercial@disciplina.re,EMILE,Rosine FREDERIC,0262 41 00 66,,4 ALLEE DES PIERRES DE LUNE,97400,Commerce de détail d'appareils électroménagers en magasin spécialisé,92174000000000,NON DU tout travail seul ,,,
lebon.commercial@disciplina.re,EMILE,Epaud Pascal,692435245,contact@mascareign-digital.re,"7 RESIDENCE TRIDENT, 45 ALLEE DES SPINELLES",97400,Activités des agences de publicité,79363600000000,oui AD digital connaissance communication etc ,,,
lebon.commercial@disciplina.re,EMILE,Ravate Mohammad,02 62 23 03 41,,"BELLEPIERRE, 124 ALLEE DES TOPAZES",97400,Services auxiliaires des transports terrestres,79037600000000,rpd pas ,,,
lebon.commercial@disciplina.re,EMILE,LOCINVEST,0262 90 99 95,,"LIEU DIT LA RESERVE, 32 RUE DU GENERAL DE GAULLE",97438,Activités de centres d'appels,40319600000000,NON ,,,
lebon.commercial@disciplina.re,EMILE,Alanoix Fabrice,02 62 28 24 50,,3 rue République ,97438 Sainte Marie,Administration publique générale,21974000000000,rpd pas ,,,
lebon.commercial@disciplina.re,EMILE,COMMUNE DE SAINTE MARIE,02 62 58 88 88,,place 2 Décembre ,97440 Saint André  ,Administration publique générale,21974000000000,rpd pas ,,,
lebon.commercial@disciplina.re,EMILE,COMMUNE DE SAINT ANDRE,02 62 48 40 80,,27 rue Jules Hermann ,97490 Saint Denis,Commerce de voitures et de véhicules automobiles légers,31086500000000,pris,,,
lebon.commercial@disciplina.re,EMILE,Assing Jimmy,02 62 28 88 65,,37 rue Bouvet ,97400 Saint Denis ,Entretien et réparation de véhicules automobiles légers,75011000000000,pris,,,
lebon.commercial@disciplina.re,EMILE,GULAMHUSSEN Mohamed,02 62 50 02 63,,12 rue Dahlias ,97470 Saint Benoît,Commerce de gros d'équipements automobiles,44843400000000,pris,,,
lebon.commercial@disciplina.re,EMILE,TRINITY,02 62 51 23 64,, 78 chemin Bassin Bleu ,97437 Saint Benoît  ,Entretien et réparation de véhicules automobiles légers,43833600000000,pris,,,
lebon.commercial@disciplina.re,EMILE,ROSEMOND ANDRE,06 92 41 48 27,,67 Bis rue Loupy,97440 Saint André ,Services d'aménagement paysager,50043900000000,ne prend pas ,,,
lebon.commercial@disciplina.re,EMILE,PAULIN JEAN,06 92 64 10 66,,1 avenue François Mitterrand ,97470 Saint Benoît,PAYSAGISTE ENTRETIEN & DÉCO,92926200000000,complet,,,
lebon.commercial@disciplina.re,EMILE,FUMONDE GAEL,06 93 00 00 12,,20 chemin Thuyas Ste Clotilde ,97490 Saint Denis,Services d'aménagement paysager,88538600000000,société fermé ,,,
lebon.commercial@disciplina.re,EMILE,Dalele Bruno , 02 62 61 30 30,,Localisation10 rue Martinique  Ste Clotilde,97490 Saint Denis ,spécialiste piscine traitement de l'eau ,81293800000000,"complet pour le moment, prise de contact fais le 26/08/25",,,
lebon.commercial@disciplina.re,EMILE,Chambon Lionel,02 62 73 02 36,,Local 24 30 rue Michel Ange,97438 Sainte Marie,Autres commerces de détail alimentaires en magasin spécialisé,83413500000000,complet mais besoin de candidat sur saint pierre ,,,
lebon.commercial@disciplina.re,EMILE,INGAR Ismael,02 62 58 73 60,,84 rue Jean Chatel,97400 Saint Denis,Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé,49009400000000,pris,,,
lebon.commercial@disciplina.re,EMILE,"Locate Riaz ,",02 62 93 19 52,,Duparc 32 rue Michel Ange,97438 Sainte Marie,Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé,33057300000000,du tout ,,,
lebon.commercial@disciplina.re,EMILE,Vielle Christophe,02 62 58 62 34,,Ste Clotilde 12 rue Jules Hermann Ste Clotilde ,97490 Saint Denis,Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé,81333300000000,non,,,
lebon.commercial@disciplina.re,EMILE,DE Reynal De Saint Michel Gregory,02 62 85 03 32,,Retail Parc Duparc 32 rue Michel Ange,97438 Sainte Marie ,Décoration intérieur éxterieur ,88025400000000,complet pour le moment,,,
lebon.commercial@disciplina.re,EMILE,Alanoix Fabrice,02 62 23 49 01,,chemin Lefaguyes ,97440 Saint André ,Commerce de détail de meubles,43456900000000,prise de contact envoyé le 27/08/25,,,
lebon.commercial@disciplina.re,EMILE,Ravate Mohmed,06 92 00 00 00,,"3 RUE LABOR ROBERT, ",97490 SAINT-DENIS,Commerce de détail de textiles en magasin spécialisé,43516100000000,pris ,,,
lebon.commercial@disciplina.re,EMILE,Abdoulhoussen Aly,06 93 82 71 64,,résid Ylang Ylang Local N 5 227 rue Leconte Delisle,97440 Saint André ,Commerce d'alimentation générale,53740600000000,pris ,,,
lebon.commercial@disciplina.re,EMILE,ANAMPOTOLA RENETTA,02 62 28 37 00,,"N°5, 34 RUE DE LA CLINIQUE,",97490 SAINT-DENIS,"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé",45226700000000,rpd pas ,,,
lebon.commercial@disciplina.re,EMILE,Law-Dune Yane,02 62 58 54 02,,Za Cocoteraie chemin Lefaguyes ,97440 Saint André ,Commerce de détail d'autres équipements du foyer,33158000000000,non mais prise de contact au cas ou changement d'avis 26/08/25,,,
lebon.commercial@disciplina.re,EMILE,        FONTAINE Arnaud,02 62 20 61 25,,"        LOT 7 ZAE LA MARE, 5 IMPASSE NEPTUNE,",97438 SAINTE-MARIE,Nettoyage courant des bâtiments,53534600000000,oui AB envoyé 26/08/25,,,
lebon.commercial@disciplina.re,EMILE,,0262 10 09 95,coutellerie.deparis@gmail.com,,,,,,,,
lebon.commercial@disciplina.re,EMILE,ETHEVE Fabien,02 62 23 42 78,contact.ohmybread@gmail.com,1221 avenue Ile de France ,97440 Saint André,Boulangerie et boulangerie-pâtisserie,78905100000000,OUI AB fais 26/08/25,,,
lebon.commercial@disciplina.re,EMILE,FHC,02 62 29 81 82,,LocalisationZac Finette Ste Clotilde 33 chemin Vavangues Ste Clotilde,97490 Saint Denis ,Commerce de gros (commerce interentreprises) d'autres produits intermédiaires,32721900000000,,,,
lebon.commercial@disciplina.re,EMILE,"        Sin Lee Sou Jean-Paul , SIN LEE SOU Max",02 62 25 14 18,reseau.pdt.reunion@gmail.com,37 rue Marius et Ary Leblond ,97410 Saint Pierre ,Pâtisserie,39405900000000,AB envoyé 26/08/25,,,
lebon.commercial@disciplina.re,EMILE,Paoli Frederic,02 62 50 59 22,,182 chemin Jean Robert,97470 Saint Benoît ,Commerce de détail d'habillement en magasin spécialisé,38756800000000,Prise contact 27/08/25,,,
lebon.commercial@disciplina.re,EMILE,Taïlou Victorine,02 62 53 93 08,,rue Louis Lagourgue ,97438 Sainte Marie,Autres commerces de détail alimentaires en magasin spécialisé,43194700000000,Prise contact 27/08/25,,,
lebon.commercial@disciplina.re,EMILE,"Lagesse Thierry ,",02 62 47 24 31,,"
LocalisationSte Clotilde 2 rue Emile Hugot",97490 Saint Denis ,Télécommunications par satellite,42052400000000,rpd pas ,,,
lebon.commercial@disciplina.re,EMILE,        Ismael Jina Mohamedraza,02 62 53 39 83,,"
LocalisationSte Clotilde 31 rue Karting ",97490 Saint Denis,Commerce de détail de la chaussure,49765500000000,non ne fais pas ,,,
lebon.commercial@disciplina.re,EMILE,"GOULAMALY DANDJEE Douren , Ismael Jina Mohamedraza",02 62 28 39 49,,Ste Clotilde 46 avenue Leconte de Lisle Ste Clotilde,97490 Saint Denis,Commerce de détail de la chaussure,41351800000000,non ne fais pas ,,,
lebon.commercial@disciplina.re,EMILE,"FBRD HLD , JMO",02 62 66 87 77,,Localisation69 boulevard Chaudron ,97490 Saint Denis,Autres commerces de détail spécialisés divers,80345400000000,pas pour le moment mais prise de contact 27/08/25,,,
lebon.commercial@disciplina.re,EMILE,BELDI Sofia,02 62 50 47 67,,"
Localisation8 rue Georges Pompidou",97470 Saint Benoît ,Commerce de détail d'habillement en magasin spécialisé,80445600000000,complet pour le moment mais prise de contact 27/08/25,,,
lebon.commercial@disciplina.re,EMILE,Mertes Peter,02 62 48 82 01,,74 avenue Roland Garros ,97438 Sainte Marie,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,43884100000000,rpd pas ,,,
lebon.commercial@disciplina.re,EMILE,,,,,,,,,,,
lebon.commercial@disciplina.re,EMILE,ABSY RAJESH,02 62 73 00 71,,30 avenue Georges Brassens Ste Clotilde ,97490 Saint Denis  ,Enseignement de la conduite,52468000000000,OUI AB 27/08/25,,,
lebon.commercial@disciplina.re,EMILE,Fock Sun Walter,0262 21 02 90,,"45 RUE JULIETTE DODU, ",97400 SAINT-DENIS,Commerce de détail d'autres équipements du foyer,31876300000000,Complet pour le moment prise de contact envoyé 27/08/25,,,
lebon.commercial@disciplina.re,EMILE,,0262 58 36 20,,"14 BOULEVARD DORET, ",97400 SAINT-DENIS,Commerces de détail d'optique,44346000000000,Complet pour le moment prise de contact envoyé 27/08/25,,,
lebon.commercial@disciplina.re,EMILE,Labro Philippe,02 62 58 83 40,,"QUARTIER FRANCAIS, 23 RUE RAYMOND VERGES,",97441 SAINTE-SUZANNE,Fabrication de sucre,31525400000000,répondeur ,,,
lebon.commercial@disciplina.re,EMILE,MUSSARD Marie,02 62 59 04 92,,"LA PLAINE DES CAFRES, BOURG MURAT PK 27,",97418 LE TAMPON,        Élevage d'autres bovins et de buffles,31355300000000,répondeur ,,,
lebon.commercial@disciplina.re,EMILE,Joussa Ibrahim Abdoul,02 62 37 72 27,,"SAINTE-CLOTILDE, 62 BOULEVARD DU CHAUDRON",", 97490 SAINT-DENIS","Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage",83045300000000,répondeur ,,,
lebon.commercial@disciplina.re,EMILE,Jasmin Gerald,02 62 20 35 56,,165 rue Gén de Gaulle ,97400 Saint Denis ,Activités des agences de travail temporaire,33884400000000,du tout ,,,
lebon.commercial@disciplina.re,EMILE,Leon Nicolas,02 62 20 88 88,,16 rue Montreuil ,97400 Saint Denis,Commerce de détail d'autres équipements du foyer,31085000000000,répondeur ,,,
lebon.commercial@disciplina.re,EMILE,GOULAN JACQUES,06 92 53 61 69,,184 rue République ,97431 La Plaine des Palmistes,Services d'aménagement paysager,48113600000000,NON complet,,,
lebon.commercial@disciplina.re,EMILE,BEN ATTAR Bruno,06 92 93 12 34,,Sainte Clotilde 13 rue Gabriel de Kerveguen  ,97490 Saint Denis ,Fabrication d'éléments en matières plastiques pour la construction,38466500000000,NON du tt,,,
lebon.commercial@disciplina.re,EMILE,Marot Joseph,02 62 09 53 60,,43 rue Louis Lagourgue,97438 Sainte Marie ,"Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)",79415600000000,NON du tt,,,
lebon.commercial@disciplina.re,EMILE,SICLADOR,02 62 24 80 80,,16 rue Descottes,97438 Sainte Marie,Autres travaux spécialisés de construction,43839300000000,prise de contact 28/0825,,,
lebon.commercial@disciplina.re,EMILE,Herve Stanislas,02 62 47 66 95,,"
Localisation3 avenue Raymond Verges  ",97441 Sainte Suzanne,Autres commerces de détail spécialisés divers,50116000000000,répondeur ,,,
lebon.commercial@disciplina.re,EMILE,RIVIERE JEROME,692592534,psreunion@live.fr,la Montagne 8 rue Pedro de Mascarenhas ,97417 Saint Denis,Travaux d'étanchéification,51748300000000,Complet pour le moment prise de contact envoyé 29/08/25,,,
lebon.commercial@disciplina.re,EMILE,OPTIC DEVELOPPEMENT,0262 55 21 54,secretariat@opticdev.re,216 boulevard Jean Jaurès,97490 Saint Denis,Commerces de détail d'optique,32187900000000,BTS opticien uniquement prise de contact 29/08/25,,,
lebon.commercial@disciplina.re,EMILE,Bourdageau Ingrid,02 62 97 77 85,,Ste Clotilde 3 route Rivière des Pluies Ste Clotilde ,97490 Saint Denis ,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,47892900000000,répondeur ,,,
lebon.commercial@disciplina.re,EMILE,"Bulot Jordan , Delavallade Cyril",02 62 78 14 87,,4 avenue Victoire ,97400 Saint Denis,Supports juridiques de gestion de patrimoine mobilier,92884500000000,NON ne fais pas apprentissage ,,,
lebon.commercial@disciplina.re,EMILE,Marchand Carole,02 62 97 03 78,,"IMM. FARMAN   BUREAU 1, 4 RUE HENRI FARMAN, ",97438 SAINTE-MARIE,Formation continue d'adultes,85249600000000,répondeur ,,,
lebon.commercial@disciplina.re,EMILE,Taï-Leung Marc,02 62 50 32 19,,7 rue Dahlias,97470 Saint Benoît,Activités juridiques,90838200000000,,,,
lebon.commercial@disciplina.re,EMILE,OFFICE MUNICIPAL DU TOURISME,02 62 46 16 16,s.cocotier@reunionest.fr,Maison Vailliamee 1590 chemin Centre ,97440 Saint André,Autres services de réservation et activités connexes,41152500000000,pas pour le moment  prise de contact 29/08/25,,,
lebon.commercial@disciplina.re,EMILE,PAYET YANNIS,06 92 98 87 13,cabelec@orange.fr,chemin Poiriers ,97490 Saint Denis,Travaux d'installation électrique dans tous locaux,50271300000000,pas pour le moment  prise de contact 29/08/25,,,
lebon.commercial@disciplina.re,EMILE,BOUR Richard,06 92 66 82 35,,42 rue Ruisseau des Noirs,97400 Saint Denis ,Commerce et réparation de motocycles,80802700000000,repondeur pas valide ,,,
lebon.commercial@disciplina.re,EMILE,ECLIPSE,06 93 82 30 40,,zae la Mare 2 rue Coco Robert ,97438 Sainte Marie  ,Travaux d'installation électrique sur la voie publique,40318000000000,repondeur ,,,
lebon.commercial@disciplina.re,EMILE,Roussel Jean-Marie,06 92 95 57 52,,"SAINTE CLOTILDE, 14 RUE DE LA GUADELOUPE",97400 SAINT-DENIS,Travaux d'étanchéification,84152000000000,ne fais pas alternance  ,,,
lebon.commercial@disciplina.re,EMILE,Burtaire Jean-Claudy,06 93 51 94 32,,"COFF 823, 14 RUE CHRISTIANE OVA, ",97441 SAINTE-SUZANNE,Travaux de maçonnerie générale et gros œuvre de bâtiment,91262600000000,prise de contact car recherche uniquement apprenti maçon ,,,
lebon.commercial@disciplina.re,EMILE,"Arnihac Philippe , Pietrera Antoine",02 62 90 15 25,,Les Terrasses Fleuries - Bât B 12 rue Jean Cocteau Ste Clotilde ,97490 Saint Denis ,Promotion immobilière de logements,42505000000000,Rpd pas ,,,
lebon.commercial@disciplina.re,EMILE,Narayanin Jean-Richard,06 92 88 66 25,,"1859 T CHEMIN LEFAGUYES, ",97440 SAINT-ANDRE,Fabrication de portes et fenêtres en métal,82976900000000,NON prise de contact 20/09/25,,,
lebon.commercial@disciplina.re,EMILE,Mangala-Bima Marie-Emmanuelle,02 62 40 41 24,,3 impasse Tailée ,97412 Bras Panon ,Travaux de maçonnerie générale et gros œuvre de bâtiment,80985100000000,rpd pas ,,,
lebon.commercial@disciplina.re,EMILE,MORIN Giovanni,06 92 62 60 84,,Le Refuge 65 chemin Bras Pétard ,97412 Bras Panon ,Travaux de terrassement courants et travaux préparatoires,83469300000000,non du tt,,,
lebon.commercial@disciplina.re,EMILE,Fo-Yam Suzy,02 62 20 02 86,direction@foyam.com,33 rue Charles Gounod ,97400 Saint Denis ,Commerce de détail d'appareils électroménagers en magasin spécialisé,41504000000000,Commercial doit savoir vendre des clims. ,,,
lebon.commercial@disciplina.re,EMILE,MANOWARALY Sefoudine,02 62 21 26 43,contact@msaify.com,Ste Clotilde 27 D rue Léopold Rambaud Ste Clotilde,97490 Saint Denis  ,Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement,43760400000000,prise de contact car recherche uniquement apprenti maçon 29/08/25,,,
lebon.commercial@disciplina.re,EMILE,"Akhoone Mohammad , Akhoone Faizal",02 62 41 74 00,rpesud@rpe.re,24 rue Jules Olivier,97400 Saint Denis ,Commerce de détail d'autres équipements du foyer,38491600000000,Oui inyérresser m'a transmis mail responsable prise de contact 29/08/25,,,
lebon.commercial@disciplina.re,EMILE,Xia Frederic,02 62 46 56 93,,rue Artisans,97441 Sainte Suzanne ,Autres commerces de détail en magasin non spécialisé,75214500000000,NON du tout ,,,
lebon.commercial@disciplina.re,EMILE,Lazennec Xavier,02 62 20 34 75,marie-elsie.pajaniandy@egis-group.com,7 rue André Lardy,97438 Sainte Marie,"Ingénierie, études techniques",49337800000000,Prise de contact fais 29/08/25,,,
